bert_match_type,llm_match_type,eth_match_type,bert_label_gold,bert_gold_start,bert_gold_end,bert_gold_text,bert_sentence
M,C,C,treatment,33.0,42.0,adrenalin,Treatment for cardiac arrest was adrenalin and atropine.
M,N,C,treatment,47.0,55.0,atropine,Treatment for cardiac arrest was adrenalin and atropine.
M,C,C,treatment,19.0,26.0,insulin,Treatment included insulin (sliding scale) for hyperglycemia on 30Dec2013.
M,C,N,temporal,64.0,73.0,30Dec2013,Treatment included insulin (sliding scale) for hyperglycemia on 30Dec2013.
M,C,C,treatment,19.0,37.0,intravenous fluids,"Treatment included intravenous fluids (IVF), Benadryl IV"
M,C,C,treatment,46.0,55.0,enalapril,"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
C,N,N,treatment,61.0,80.0,hydrochlorothiazide,"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
N,M,N,dose,81.0,110.0,20 mg/12.5 mg once a day (qd),"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
M,C,N,treatment,112.0,132.0,acetylsalicylic acid,"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
M,M,C,dose,133.0,149.0,100 mg orally qd,"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
M,N,C,treatment,155.0,177.0,platelet antiaggregant,"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
C,C,N,treatment,192.0,202.0,nadroparin,"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
M,M,N,dose,203.0,211.0,3800UI/d,"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
M,M,N,medical history,224.0,248.0,cerebral ischemic stroke,"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
M,C,C,treatment,253.0,278.0,transdermal buprenorphine,"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
M,M,C,dose,279.0,287.0,35 mcg/h,"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
M,N,N,medical history,292.0,296.0,pain,"Treatment strategies also included the use of enalapril with hydrochlorothiazide 20 mg/12.5 mg once a day (qd), acetylsalicylic acid 100 mg orally qd as a platelet antiaggregant, subcutaneous nadroparin 3800UI/d following a cerebral ischemic stroke and transdermal buprenorphine 35 mcg/h for pain."
M,C,N,status,27.0,34.0,stopped,Treatment with Aimovig was stopped on 07 Sep 2019 after the patient experienced cerebrovascular accident.
M,C,N,temporal,38.0,49.0,07 Sep 2019,Treatment with Aimovig was stopped on 07 Sep 2019 after the patient experienced cerebrovascular accident.
N,C,N,sdrug,15.0,27.0,Voltarene LP,Treatment with Voltarene LP was temporarily stopped on 03 May 2018.
M,N,N,status,32.0,51.0,temporarily stopped,Treatment with Voltarene LP was temporarily stopped on 03 May 2018.
M,C,N,temporal,55.0,66.0,03 May 2018,Treatment with Voltarene LP was temporarily stopped on 03 May 2018.
M,N,M,sdrug,15.0,26.0,baricitinib,Treatment with baricitinib was discontinued on 15Jan2019.
M,N,N,temporal,47.0,56.0,15Jan2019,Treatment with baricitinib was discontinued on 15Jan2019.
M,C,C,treatment,15.0,25.0,filgrastim,"Treatment with filgrastim, IV cefepime, IV vancomycin, and IV ciprofloxacin was started."
M,N,C,treatment,27.0,38.0,IV cefepime,"Treatment with filgrastim, IV cefepime, IV vancomycin, and IV ciprofloxacin was started."
M,N,C,treatment,40.0,53.0,IV vancomycin,"Treatment with filgrastim, IV cefepime, IV vancomycin, and IV ciprofloxacin was started."
M,N,C,treatment,59.0,75.0,IV ciprofloxacin,"Treatment with filgrastim, IV cefepime, IV vancomycin, and IV ciprofloxacin was started."
M,N,N,status,62.0,71.0,withdrawn,"Treatment with tramadol hydrochloride (sustained release) was withdrawn and the patient had recovered from loss of consciousness, hypoglycaemia and dizziness on an unknown date."
M,M,N,status,92.0,101.0,recovered,"Treatment with tramadol hydrochloride (sustained release) was withdrawn and the patient had recovered from loss of consciousness, hypoglycaemia and dizziness on an unknown date."
M,C,N,ae,130.0,143.0,hypoglycaemia,"Treatment with tramadol hydrochloride (sustained release) was withdrawn and the patient had recovered from loss of consciousness, hypoglycaemia and dizziness on an unknown date."
M,C,N,temporal,55.0,66.0,26-OCT-2015,Treatment with tramadol hydrochloride was withdrawn on 26-OCT-2015.
C,N,N,temporal,0.0,12.0,Twelve hours,"Twelve hours after admission, he developed sudden ventricular tachycardia necessitating defibrillation."
M,N,N,status,19.0,28.0,admission,"Twelve hours after admission, he developed sudden ventricular tachycardia necessitating defibrillation."
C,M,N,ae,50.0,73.0,ventricular tachycardia,"Twelve hours after admission, he developed sudden ventricular tachycardia necessitating defibrillation."
N,N,N,treatment,88.0,102.0,defibrillation,"Twelve hours after admission, he developed sudden ventricular tachycardia necessitating defibrillation."
C,C,N,temporal,0.0,23.0,Twenty-four hours later,"Twenty-four hours later, her blood glucose level started to increase and the dextrose infusion was discontinued."
M,C,C,lab,29.0,68.0,blood glucose level started to increase,"Twenty-four hours later, her blood glucose level started to increase and the dextrose infusion was discontinued."
M,M,C,treatment,77.0,94.0,dextrose infusion,"Twenty-four hours later, her blood glucose level started to increase and the dextrose infusion was discontinued."
C,N,N,temporal,0.0,23.0,Twenty-four hours later,"Twenty-four hours later, her blood glucose level started to increase, and the dextrose infusion was discontinued."
M,N,C,lab,29.0,68.0,blood glucose level started to increase,"Twenty-four hours later, her blood glucose level started to increase, and the dextrose infusion was discontinued."
M,N,C,treatment,78.0,95.0,dextrose infusion,"Twenty-four hours later, her blood glucose level started to increase, and the dextrose infusion was discontinued."
M,N,N,status,100.0,112.0,discontinued,"Twenty-four hours later, her blood glucose level started to increase, and the dextrose infusion was discontinued."
C,M,N,sdrug,0.0,7.0,Tygacil,"Tygacil (tigecycline) 50 milligram, at a dosage of 200 milligram a day, Intravenous (not otherwise specified) since 25 Oct 2017 for osteitis."
N,C,N,sdrug,9.0,20.0,tigecycline,"Tygacil (tigecycline) 50 milligram, at a dosage of 200 milligram a day, Intravenous (not otherwise specified) since 25 Oct 2017 for osteitis."
C,C,N,dose,22.0,70.0,"50 milligram, at a dosage of 200 milligram a day","Tygacil (tigecycline) 50 milligram, at a dosage of 200 milligram a day, Intravenous (not otherwise specified) since 25 Oct 2017 for osteitis."
M,C,N,temporal,110.0,127.0,since 25 Oct 2017,"Tygacil (tigecycline) 50 milligram, at a dosage of 200 milligram a day, Intravenous (not otherwise specified) since 25 Oct 2017 for osteitis."
M,C,N,temporal,42.0,50.0,2Sep2011,"USA): Initial information was received on 2Sep2011 from an investigator regarding a 50 year-old, male, subject 33271, who completed 3 cycles of Vidaza with first cycle starting on 21Jan2010 for MDS."
M,M,N,age,84.0,95.0,50 year-old,"USA): Initial information was received on 2Sep2011 from an investigator regarding a 50 year-old, male, subject 33271, who completed 3 cycles of Vidaza with first cycle starting on 21Jan2010 for MDS."
M,M,N,sex,97.0,101.0,male,"USA): Initial information was received on 2Sep2011 from an investigator regarding a 50 year-old, male, subject 33271, who completed 3 cycles of Vidaza with first cycle starting on 21Jan2010 for MDS."
M,M,M,sdrug,144.0,150.0,Vidaza,"USA): Initial information was received on 2Sep2011 from an investigator regarding a 50 year-old, male, subject 33271, who completed 3 cycles of Vidaza with first cycle starting on 21Jan2010 for MDS."
